Gn,Mean-copy-number,mean,rank,percentile_rank
GRPEL2,32.441,32.441,12983.5,66.3574568128386
ASAP3,15.37,15.37,8958.0,45.78350199325361
CHUK,24.277,24.277,11300.0,57.753245425738534
MSANTD1,5.071,5.071,4297.5,21.964121435142594
CARM1,103.328,103.328,16950.0,86.62986813860779
ACAP1,21.198,21.198,10554.0,53.94050904630482
GBGT1,2.437,2.437,2075.5,10.607686803638966
LRP1,49.446,49.446,14961.0,76.46427476234284
MFAP3L,8.757,8.757,6492.5,33.18256158642543
MINDY1,19.41,19.41,10106.5,51.65337830931207
NAT14,60.667,60.667,15636.0,79.91413676786262
NLK,3.647,3.647,3161.5,16.15813145251968
HPSE,34.739,34.739,13376.0,68.36348768271492
PGBD2,3.497,3.497,3013.5,15.401717264642748
AP1G1,85.933,85.933,16555.0,84.61106000204435
PIWIL1,6.684,6.684,5358.0,27.38423796381478
METTL7B,49.165,49.165,14932.0,76.31605846877237
PRPS1L1,51.548,51.548,15105.5,77.20280077685781
PRYP4,2.64,2.64,2251.0,11.504650925074108
TSEN54,20.451,20.451,10364.0,52.969436778084436
WBP1,4.434,4.434,3795.5,19.39844628437085
TUBG1,53.837,53.837,15264.0,78.0128794848206
DNLZ,27.496,27.496,11964.0,61.14688745783502
PRR15,148.29,148.29,17633.0,90.12061739752633
MAP4K1,17.897,17.897,9683.5,49.49146478585301
TRIP11,19.957,19.957,10236.0,52.315240723704385
TRAPPC2,16.082,16.082,9169.5,46.86445875498313
ADRM1,124.242,124.242,17328.0,88.56179086169887
NET1,6.294,6.294,5108.0,26.10651129510375
RNF19B,6.398,6.398,5168.5,26.41572114893182
PSMB2,350.828,350.828,18716.0,95.6557293263825
MBL2,89.481,89.481,16635.0,85.01993253603189
SYBU,5.372,5.372,4495.5,22.97608095676173
COX6C,711.938,711.938,19201.0,98.1345190636819
IGKV3D-7,238.845,238.845,18299.0,93.5244812429725
KCNQ5,4.782,4.782,4071.0,20.806501073290402
DGKI,2.053,2.053,1715.0,8.765204947357661
COL7A1,12.848,12.848,8159.0,41.699887560053156
MPP2,24.351,24.351,11311.0,57.80946539916181
PWP2,41.63,41.63,14256.0,72.86108555657775
SLBP,25.999,25.999,11677.0,59.68005724215476
SOD3,570.447,570.447,19085.0,97.54165388939998
BICDL2,10.582,10.582,7270.0,37.15629152611674
CCDC171,2.209,2.209,1879.5,9.60594909536952
CEMIP2,19.977,19.977,10241.5,52.343350710416026
OR2T7,19.552,19.552,10140.5,51.827149136256764
USP20,18.549,18.549,9878.0,50.485536134110184
AQP11,14.382,14.382,8675.0,44.33711540427272
NPIPB6,0.981,0.981,788.5,4.029949913114587
PSMA5,411.334,411.334,18857.0,96.37636716753552
JAM2,24.219,24.219,11289.0,57.697025452315245
KRTAP9-6,3173.181,3173.181,19532.0,99.82622917305531
RHOF,41.132,41.132,14206.5,72.60809567617295
TTC4,57.743,57.743,15490.0,79.16794439333538
SHANK2,4.989,4.989,4228.5,21.61146887457835
METTL24,18.566,18.566,9880.0,50.495757947459886
C10orf95,22.436,22.436,10848.0,55.44311560870898
NDFIP2,17.706,17.706,9631.0,49.2231421854237
PITPNM3,8.42,8.42,6330.5,32.35459470510069
H1-0,795.804,795.804,19262.0,98.4462843708474
RAB23,106.927,106.927,17023.0,87.00296432587142
TMEM169,12.453,12.452999999999998,8019.0,40.98436062557498
DNER,7.298,7.298,5714.0,29.203720740059286
POC1B-GALNT4,8.557,8.557,6401.5,32.71746907901461
PRRX2,9.189,9.189,6703.0,34.258407441480124
GRB14,4.895,4.895,4151.0,21.215373607277932
SH3BGRL,467.421,467.421,18949.0,96.84657058162118
RASL11B,15.805,15.805,9098.0,46.49902892773178
TMEM26,2.509,2.509,2143.5,10.955228457528365
GUCA1A,10.474,10.474,7231.0,36.95696616579781
COX19,49.16,49.16,14931.0,76.31094756209752
ATP1A1,379.312,379.312,18789.0,96.02882551364613
CCL8,14.398,14.398,8681.5,44.37033629765921
NBPF3,0.792,0.792,638.0,3.2607584585505465
PCDHB12,14.011,14.011,8550.0,43.6982520699172
NGDN,54.909,54.909,15328.0,78.33997751201063
TAF1B,25.586,25.586,11582.0,59.19452110804456
HNRNPK,1141.496,1141.496,19386.0,99.08003679852806
CDX1,20.185,20.185,10299.0,52.63722784421957
POM121B,20.947,20.947,10481.5,53.56996831237861
DLEC1,2.662,2.662,2274.0,11.622201778595523
CSNK1D,68.154,68.154,15971.0,81.6262905039354
KCNC4,9.991,9.991,7050.0,36.03189205765103
SLC39A5,1.929,1.929,1592.0,8.136563426351834
LARGE1,3.125,3.125,2649.5,13.54134723499949
IL10RB,3.666,3.666,3179.5,16.250127772666872
SEC22C,3.816,3.8159999999999994,3290.0,16.814882960237146
CFAP20DC,3.218,3.218,2754.5,14.077992435858121
GPR83,1.695,1.695,1392.0,7.114382091383012
ZNF563,2.71,2.7099999999999995,2313.0,11.821527138914444
GNPTG,31.444,31.444,12803.0,65.43493815802923
MARCHF6,30.327,30.327,12576.5,64.27731779617704
EML3,29.144,29.144000000000002,12332.0,63.02770111417766
KIAA0586,10.496,10.496,7238.0,36.99274251252172
NEURL2,6.146,6.146,5010.5,25.60819789430645
OSGEPL1,23.715,23.715,11178.0,57.12971481140754
SNRNP40,112.169,112.169,17131.0,87.55494224675458
ZNF10,2.9,2.9,2465.5,12.60094040682817
NGF,1.927,1.927,1588.5,8.118675252989881
PSG6,15.452,15.452,8985.0,45.92149647347439
RABL2B,14.35,14.35,8661.5,44.268118164162324
RAPGEFL1,5.809,5.808999999999999,4784.0,24.450577532454258
SLC2A9,11.711,11.711,7747.0,39.594194010017375
WDR87,1.182,1.182,950.5,4.857916794439333
MRPL17,60.756,60.756,15641.0,79.93969130123683
CCN3,35.281,35.281,13456.0,68.77236021670244
CCN6,10.135,10.135,7113.0,36.35387917816621
ST3GAL3,6.675,6.675,5354.5,27.366349790452826
TMEM109,138.553,138.553,17504.0,89.46131043647144
IRAK3,10.195,10.195,7133.0,36.456097311663086
VCX3B,22.903,22.903,10946.0,55.94398446284371
MED12,20.511,20.511,10373.0,53.01543493815804
XRCC1,47.234,47.234,14778.0,75.52897884084636
CALHM5,11.872,11.872,7809.0,39.91107022385771
HCN1,8.791,8.791,6508.0,33.261780639885515
LYPLA1,187.417,187.417,17980.0,91.89410201369724
ZNF362,11.657,11.657,7721.0,39.46131043647143
TM4SF20,3.073,3.073,2603.0,13.303690074619237
COL9A2,5.678,5.678,4700.0,24.021261371767352
ABCD3,56.521,56.521,15422.0,78.82040273944598
LRRC27,0.434,0.434,400.5,2.046918123275069
RPAP2,30.426,30.426,12599.0,64.39231319636104
CD68,95.405,95.405,16784.0,85.78145763058367
OR2W3,0.107,0.107,207.0,1.0579576816927323
TLCD3B,26.776,26.776,11823.0,60.42624961668201
RING1,19.874,19.874,10216.0,52.2130225902075
BLID,14.708,14.708,8774.5,44.84565061841971
KCTD2,14.133,14.133,8590.5,43.90524379024839
PITX3,4.209,4.209,3600.0,18.39926402943882
CLDN5,19.185,19.185,10027.0,51.24706122866196
ADNP,31.736,31.736,12858.0,65.71603802514566
CHRDL2,169.515,169.515,17844.0,91.19901870591843
DDI1,5.535,5.535,4609.0,23.556168864356536
GPNMB,48.982,48.982,14920.0,76.25472758867423
MED13,16.174,16.174,9190.0,46.96923234181744
SIGLEC12,10.583,10.583,7271.0,37.161402432791576
SIRPD,3.094,3.094,2623.5,13.408463661453544
TMEM94,9.508,9.507999999999997,6855.0,35.03526525605643
ZC3H8,34.483,34.483,13338.0,68.16927322907084
TLE4,5.675,5.675,4696.5,24.0033731984054
CD46,52.068,52.068,15151.0,77.43534703056322
EFCAB13,2.624,2.624,2235.0,11.422876418276601
FRS3,8.589,8.589,6418.0,32.80179903914954
PIK3C2A,25.259,25.259,11515.0,58.85209036083001
YEATS2,19.587,19.587,10153.0,51.891035469692326
FYB2,3.456,3.456,2974.0,15.199836450986407
ARMC1,52.835,52.835,15209.0,77.73177961770418
ZNF461,1.933,1.933,1595.0,8.151896146376366
CD40LG,7.473,7.473,5813.0,29.709700500868852
PGM2L1,37.561,37.561,13769.0,70.37207400592865
TKTL2,30.791,30.791,12680.0,64.80629663702341
SNTA1,45.546,45.546,14652.0,74.88500459981601
EFHC2,3.753,3.753,3235.5,16.536338546458143
MVD,62.798,62.798,15733.0,80.4098947153225
OR8K3,18.151,18.151,9766.0,49.913114586527655
OXSM,42.934,42.934,14403.0,73.61238883777982
PGS1,15.527,15.526999999999997,9004.0,46.01860370029643
C3orf14,0.225,0.225,275.0,1.4054993355821321
FJX1,4.633,4.633,3957.5,20.226413165695593
PGBD3,7.793,7.793,5968.0,30.50189103546969
RBX1,169.074,169.074,17838.0,91.16835326586936
RTP2,4.127,4.127,3523.5,18.00827966881325
STXBP5,20.915,20.915,10473.0,53.52652560564244
TMCC1,16.471,16.471,9286.0,47.45987938260247
C9orf50,3.071,3.071,2602.0,13.298579167944395
SNX32,7.556,7.556,5856.5,29.932024941224572
PRDM9,5.041,5.041,4276.0,21.854236941633445
TEX13A,4.649,4.649,3975.0,20.315854032505367
SLC44A1,48.079,48.079,14848.0,75.88674230808546
TMEM211,50.756,50.756,15059.0,76.96514361647756
TPH2,6.046,6.046,4951.0,25.304098947153225
PRICKLE1,6.798,6.798,5431.0,27.7573341510784
NIBAN3,7.294,7.294,5711.0,29.188388020034754
RFPL4B,7.906,7.906,6030.5,30.821322702647453
BCAS1,48.394,48.394,14873.0,76.01451497495655
FAM218A,9.874,9.874,7010.5,35.83001124399468
HCN2,8.401,8.401,6322.0,32.311151998364515
ZDHHC23,4.218,4.218,3609.0,18.44526218951242
OR51Q1,4.572,4.572,3910.0,19.983645098640498
KLRB1,7.153,7.153,5634.0,28.794848206071755
GCNT1,12.223,12.223,7941.0,40.58570990493713
SCN1B,9.387,9.387,6806.0,34.78483082898906
CORO7-PAM16,49.627,49.627,14981.0,76.56649289583972
TACC1,27.041,27.041,11876.0,60.69712767044874
ATG5,37.429,37.429,13752.0,70.28518859245631
FOLR1,115.635,115.635,17201.0,87.91270571399366
MPP5,23.181,23.181,11033.0,56.38863334355515
PLAAT5,7.623,7.623,5888.5,30.09557395481959
FAM217B,3.516,3.516,3042.0,15.547378104875806
DCSTAMP,6.784,6.784,5418.0,27.69089236430543
MMP19,4.135,4.135,3529.0,18.03638965552489
PHKG2,32.727,32.727,13041.0,66.65133394664213
IQCB1,11.944,11.944,7828.0,40.00817745067975
TCL1A,26.797,26.797,11830.0,60.46202596340591
TLR6,7.224,7.224,5670.0,28.978840846366143
UCHL5,96.342,96.342,16808.0,85.90411939077993
WDR7,17.236,17.236,9508.5,48.59705611775529
NLRP2,5.843,5.843000000000001,4802.0,24.54257385260145
DEFB123,119.914,119.914,17270.0,88.2653582745579
G6PC2,0.157,0.157,237.5,1.2138403352754779
DDX18,53.598,53.598,15249.0,77.93621588469794
ZNF638,31.589,31.589,12826.0,65.55248901155065
ZSCAN9,9.418,9.418,6822.5,34.869160789123995
EXOC5,39.853,39.853,14064.5,71.88234692834509
BAIAP2,40.79,40.790000000000006,14161.0,72.37554942246754
GRK4,2.761,2.761,2355.0,12.036185219257895
LRRC1,29.441,29.441,12383.0,63.2883573545947
RNF7,43.009,43.009,14411.0,73.65327609117858
FAM86C1P,4.921,4.921,4172.0,21.322702647449656
GLYR1,47.268,47.268,14784.0,75.55964428089543
ITIH5,25.237,25.237,11510.0,58.82653582745579
MIOS,28.571,28.571,12209.0,62.39905959317183
RABL3,55.546,55.54600000000001,15366.0,78.53419196565471
SERPINB1,451.597,451.597,18922.0,96.7085761014004
HOXD1,0.691,0.691,573.0,2.928549524685679
MTARC1,29.635,29.635,12417.5,63.46468363487683
DLGAP4,16.958,16.958,9431.0,48.20096085045487
PABPC4,127.829,127.829,17373.0,88.79178166206685
CFAP298,32.025,32.025,12912.5,65.99458243892467
CRYL1,161.497,161.497,17774.0,90.84125523867934
C2orf91,0.013,0.013,117.0,0.5979760809567618
FBXO17,19.256,19.256,10058.5,51.40805478891956
ERRFI1,24.96,24.959999999999997,11451.0,58.52499233363999
C3orf36,1.538,1.538,1248.5,6.380966983542881
BAG5,31.674,31.674,12847.0,65.65981805172237
RNF130,16.081,16.081,9168.0,46.85679239497087
RPGRIP1L,6.665,6.665,5343.0,27.307574363692115
ODF2L,14.356,14.356,8665.0,44.28600633752428
UBE2F,22.807,22.807,10920.5,55.813656342635184
RICTOR,42.678,42.678,14371.0,73.4488398241848
ADAMTS15,8.87,8.87,6538.0,33.415107840130844
LY6G5C,15.385,15.385,8962.0,45.80394561995298
LRRC25,41.126,41.126,14205.0,72.60042931616069
UNC93B1,31.73,31.73,12856.0,65.70581621179598
MTA3,21.924,21.924,10723.5,54.80680772769089
OR8H1,0.565,0.565,479.0,2.4481242972503323
KRTAP19-7,80.207,80.207,16390.0,83.76776040069508
TRPM5,3.096,3.096,2627.0,13.426351834815497
RPL7,761.893,761.893,19240.0,98.33384442400082
SDF2L1,81.79,81.79,16438.0,84.0130839210876
MAP3K11,5.394,5.394,4507.5,23.03741183685986
LAD1,53.863,53.863,15269.0,78.03843401819482
DTX3,10.717,10.717,7338.0,37.50383318000613
SCAMP4,99.91,99.91,16876.0,86.25166104466932
TMEM144,0.029,0.029,151.0,0.7717469079014617
PLPPR2,30.99,30.99,12716.0,64.99028927731779
DDO,18.167,18.167,9771.0,49.93866911990187
CCR8,4.128,4.128,3525.5,18.018501482162936
GPRC5D,2.538,2.538,2173.0,11.106000204436267
TCL1B,13.931,13.931,8526.0,43.575590309720944
TRIM17,2.943,2.943,2499.5,12.77471123377287
LTBP1,31.803,31.803000000000004,12868.0,65.7671470918941
TAS1R2,6.539,6.539,5264.0,26.903812736379436
GPD2,117.693,117.693,17233.0,88.07625472758868
TMEM131L,13.181,13.181,8268.0,42.25697638761116
WSB2,2.901,2.901,2467.5,12.61116222017786
TCEAL6,54.113,54.113,15280.0,78.09465399161812
F13A1,376.304,376.304,18782.0,95.99304916692222
PTPRQ,3.394,3.394,2915.0,14.898292957170604
KCNC2,4.57,4.57,3909.0,19.978534191965654
MRPL48,57.463,57.46300000000001,15480.0,79.11683532658694
CD83,0.425,0.425,392.5,2.0060308698763163
MYADM,203.435,203.435,18096.0,92.48696718797915
ZNF585B,2.544,2.544,2175.5,11.118777471123376
SMCO3,16.009,16.009,9154.5,46.787795154860476
PARP12,20.502,20.502,10370.0,53.00010221813349
ANKRD36C,1.254,1.254,1017.5,5.20034754165389
GRK1,23.893,23.893,11220.0,57.34437289175099
LRRC4C,1.567,1.567,1270.0,6.490851477052029
ARHGAP11A,10.655,10.655,7311.0,37.36583869978534
COMMD4,62.552,62.552,15720.0,80.34345292854952
LRRC36,7.866,7.866,6009.5,30.713993662475726
NCKAP1L,28.323,28.323,12154.0,62.1179597260554
TRIM67,9.777,9.777,6971.0,35.62813043033834
IDH3B,163.082,163.082,17784.0,90.89236430542779
ELP5,44.414,44.413999999999994,14553.0,74.37902483900643
CHST12,20.392,20.392,10346.0,52.87744045793724
CROCC2,1.823,1.823,1507.5,7.704691812327506
HERC6,4.397,4.397,3758.0,19.20678728406419
NIBAN1,151.794,151.794,17666.0,90.28927731779618
NOVA1,14.237,14.237,8634.0,44.12756823060411
BAGE5,0.026,0.026,144.0,0.7359705611775529
CHURC1-FNTB,32.177,32.177,12936.5,66.11724419912093
FKBP9,36.143,36.143,13576.5,69.38822447102116
DCUN1D5,50.167,50.167,15025.0,76.79137278953286
FGF20,0.42,0.42,390.5,1.995809056526628
C3AR1,5.06,5.06,4291.0,21.930900541756106
IL17F,18.169,18.169,9772.0,49.94378002657672
C9orf153,17.713,17.713,9632.0,49.22825309209854
PNPO,157.824,157.824,17732.0,90.62659715833588
CHRM5,5.556,5.556,4624.0,23.632832464479197
RTKN2,10.985,10.985,7453.0,38.09158744761321
DEFB125,27.452,27.452,11958.0,61.11622201778596
SIRT6,26.708,26.708,11811.0,60.364918736583874
MACO1,24.28,24.28,11301.0,57.75835633241337
SLAIN2,24.145,24.145,11269.0,57.59480731881836
TMEM256-PLSCR3,174.225,174.225,17881.0,91.38812225288765
VSX2,8.962,8.962,6589.0,33.675764080547886
GSG1,0.349,0.349,343.5,1.7555964428089543
LMAN1L,3.53,3.53,3056.0,15.618930798323621
KRT78,110.671,110.671,17103.0,87.41183685985894
FERMT3,254.516,254.516,18387.0,93.97424103035878
C17orf80,12.318,12.318,7967.0,40.718593478483086
NR2C2AP,39.811,39.811,14059.0,71.85423694163345
ANTKMT,12.613,12.613,8083.0,41.311458652765
GALNS,41.427,41.427,14232.0,72.73842379638148
CLCN4,3.896,3.8959999999999995,3352.0,17.131759174077484
PARP14,19.11,19.11,10009.5,51.157620361852196
ZNF343,1.829,1.829,1513.0,7.732801799039149
MAML2,5.029,5.029,4266.5,21.80568332822243
PLK5,2.025,2.025,1685.5,8.61443320044976
PDXDC2P,69.064,69.064,16018.0,81.86650311765307
PABPC5,9.051,9.051,6642.0,33.94664213431462
MED16,28.753,28.75299999999999,12247.0,62.59327404681591
C19orf48,7.477,7.477,5814.0,29.7148114075437
IL7,10.34,10.34,7191.5,36.75508535214147
LILRB2,7.533,7.533,5850.0,29.898804047838084
TTLL3,50.184,50.184,15026.0,76.7964836962077
LIMS1,88.497,88.497,16623.0,84.95860165593376
TMIGD3,6.634,6.634,5324.0,27.210467136870083
HSDL2,149.554,149.554,17648.0,90.19728099764899
SALL4,10.706,10.706,7333.5,37.480834099969336
OR14K1,0.041,0.041,165.0,0.8432996013492794
NOTO,10.124,10.124,7111.0,36.343657364816515
PPM1A,69.131,69.13099999999999,16020.0,81.87672493100277
SLC25A19,45.159,45.159,14620.0,74.721455586221
DCANP1,12.095,12.095,7897.0,40.36083001124399
RLN1,5.451,5.451,4542.5,23.216293570479404
AQP10,4.505,4.505,3850.5,19.679546151487273
CRISPLD1,1.641,1.641,1349.0,6.894613104364715
DNAJC28,5.216,5.216,4402.0,22.498211182663805
LEPROTL1,30.599,30.599,12633.0,64.56608402330573
PAGE5,74.456,74.456,16200.0,82.7966881324747
SFXN2,53.274,53.274,15235.0,77.86466319125013
PARP3,2.204,2.204,1873.5,9.575283655320455
CXCR3,8.354,8.354,6295.0,32.17315751814372
ST6GALNAC2,3.373,3.373,2896.0,14.801185730348564
SULT2B1,60.126,60.126,15608.0,79.77103138096699
USP21,1.798,1.798,1481.0,7.569252785444138
MAVS,79.579,79.579,16371.0,83.67065317387305
ACLY,233.803,233.803,18271.0,93.38137585607686
CCDC91,34.138,34.13799999999999,13281.0,67.87795154860473
TBX22,6.625,6.625,5317.5,27.177246243483594
STRADB,5.586,5.586000000000001,4646.0,23.745272411325768
TMOD4,10.116,10.116,7106.0,36.3181028314423
TOR1B,40.918,40.918,14178.0,72.46243483593989
TINF2,9.675,9.675,6932.0,35.42880507001942
AUH,73.402,73.402,16162.0,82.60247367883062
COX17,222.306,222.306,18207.0,93.05427782888684
HS3ST3A1,8.102,8.102,6150.0,31.432076050291325
IL16,34.626,34.626,13358.0,68.27149136256772
IFT74,20.121,20.121,10286.0,52.5707860574466
TRIM66,1.701,1.701,1401.5,7.162935704794031
ZNF428,82.774,82.774,16470.0,84.17663293468262
N4BP2L2,26.134,26.134,11703.0,59.81294081570071
NFATC2IP,58.21,58.21,15513.0,79.2854952468568
NIN,8.46,8.46,6346.5,32.43636921189819
NPIPB3,0.325,0.325,334.5,1.7095982827353573
PIP4K2C,44.07,44.07,14513.0,74.17458857201268
ZIK1,0.779,0.779,628.5,3.2122048451395275
ZSCAN18,7.677,7.677,5918.0,30.246345701727485
SUN1,36.552,36.55200000000001,13640.0,69.71276704487376
BDP1,2.796,2.796,2391.0,12.220177859552285
GYPA,103.565,103.56500000000001,16960.0,86.68097720535624
AKR7A3,174.888,174.888,17890.0,91.43412041296126
C3orf49,11.687,11.687,7736.0,39.53797403659409
ALDH1L1,187.347,187.347,17979.0,91.88899110702239
BRMS1L,33.288,33.288,13142.0,67.1675355208014
IQCE,6.455,6.454999999999999,5209.0,26.62271286926301
IL1RAPL2,1.508,1.508,1224.0,6.2557497700092
FMN1,6.556,6.556,5281.5,26.993253603189203
CCDC68,3.501,3.501,3023.0,15.450270878053768
MANSC1,14.34,14.339999999999998,8658.0,44.250229990800364
MAT2A,211.248,211.248,18141.0,92.71695798834713
ATAD3C,16.835,16.835,9398.0,48.03230093018501
EPS15L1,55.372,55.37200000000001,15354.0,78.47286108555657
NCAM2,45.77,45.77,14678.0,75.01788817336195
PTK6,5.66,5.66,4684.5,23.94204231830727
CDC40,36.248,36.248,13596.0,69.48788715118062
RPS4Y1,233.222,233.222,18270.0,93.37626494940203
SURF4,232.165,232.165,18262.0,93.33537769600328
SLC28A3,3.389,3.389,2909.5,14.87018297045896
PGAP1,8.116,8.116,6156.0,31.462741490340385
MTRF1,23.467,23.467,11108.5,56.77450679750587
C15orf62,18.656,18.656,9904.0,50.61841970765614
KIF26B,2.34,2.34,1987.0,10.15537156291526
ST6GALNAC4,12.823,12.823,8151.0,41.659000306654406
TNNC1,379.498,379.498,18790.0,96.03393642032097
ZFPM1,6.479,6.479,5223.5,26.696821016048244
APCS,938.69,938.69,19334.0,98.81426965143618
GALNT14,5.712,5.712,4717.5,24.110702238577122
METTL15P1,50.873,50.873,15066.5,77.00347541653889
SNRNP48,15.103,15.103,8884.0,45.40529489931514
PHF3,25.333,25.333,11525.0,58.90319942757846
TRIM36,22.493,22.493,10865.0,55.53000102218133
AQP12B,6.33,6.33,5122.5,26.180619441888993
PDCL,26.911,26.911,11855.0,60.589798630277016
SLC7A6,30.21,30.21,12545.0,64.11632423591945
OR5D13,0.929,0.929,746.0,3.8127363794337112
PLEKHM2,19.916,19.916,10231.0,52.289686190330166
BZW1,105.952,105.952,17002.0,86.89563528569968
FCRL3,2.737,2.737,2334.5,11.931411632423591
ARHGAP10,15.588,15.588,9022.5,46.11315547378105
CHST8,6.592,6.592,5300.5,27.090360830011246
LIMS1,65.855,65.855,15875.0,81.13564346315036
RBM41,13.516,13.516,8373.0,42.79362158846979
LRIF1,23.88,23.88,11208.0,57.28304201165286
SCRG1,7.712,7.712,5932.0,30.317898395175302
UBQLN2,114.35,114.35,17180.0,87.80537667382194
ORC1,17.945,17.945,9699.5,49.57323929265052
SLC29A1,35.532,35.532,13487.0,68.93079832362261
DRICH1,28.275,28.275,12144.0,62.06685065930696
FAM89B,14.717,14.717,8776.0,44.85331697843197
PGLYRP4,3.227,3.227,2764.0,14.12654604926914
NWD1,0.962,0.9620000000000001,772.0,3.9456199529796585
TNFRSF18,9.427,9.427,6826.0,34.88704896248594
SLC25A36,23.641,23.641,11153.0,57.00194214453644
GJB3,8.992,8.992,6606.0,33.762649494020245
OR51B4,0.934,0.934,750.0,3.833180006133088
PTPRF,26.646,26.646,11795.0,60.283144229786366
SLC6A5,6.195,6.195,5043.0,25.77430236123888
FRMPD2B,1.024,1.024,822.0,4.2011652867218645
AGPAT2,21.154,21.154,10544.0,53.88939997955637
IER5L,12.329,12.329,7970.0,40.73392619850761
OCRL,28.69,28.69,12230.0,62.506388633343555
POTEJ,113.439,113.439,17159.0,87.6980476336502
PTDSS1,35.612,35.612,13495.0,68.97168557702138
SMIM29,43.935,43.935,14496.0,74.08770315854034
B3GALNT1,20.433,20.432999999999996,10357.0,52.93366043136052
PHTF1,5.455,5.455000000000001,4547.0,23.2392926505162
SLC12A2,44.05,44.05,14511.0,74.164366758663
BMPR1A,3.509,3.509,3032.0,15.496269038127364
MUCL3,2.628,2.628,2239.0,11.443320044975978
OR1A1,0.001,0.001,47.5,0.24276806705509557
SRC,60.287,60.287,15617.0,79.81702954104058
ACKR4,45.259,45.259,14629.0,74.76745374629459
CEBPZOS,13.437,13.437,8349.0,42.67095982827354
HYDIN,180.694,180.694,17940.0,91.68966574670347
KLRC2,1.23,1.23,987.0,5.044464888071143
FMO6P,1.099,1.099,879.5,4.495042420525401
OR14I1,3.114,3.114,2642.5,13.505570888275582
PTPRU,19.761,19.761,10194.0,52.10058264336094
GIP,11.731,11.731,7758.0,39.650413983440664
INAVA,7.012,7.012,5555.5,28.393642032096494
RBMXL3,6.517,6.517,5245.5,26.809260962894815
EEF2KMT,5.451,5.451,4542.5,23.216293570479404
ZNF846,7.861,7.861,6001.5,30.673106409076972
OBSL1,20.012,20.012,10254.0,52.40723704385159
FAM167A,11.645,11.645,7716.0,39.43575590309721
FLVCR1,77.618,77.618,16306.0,83.33844424000819
NXF1,49.869,49.869,14997.0,76.64826740263723
OR7A17,25.433,25.433,11551.0,59.036083001124396
CLN8,13.844,13.844,8498.0,43.43248492282531
NDUFS4,97.289,97.289,16831.0,86.02167024430133
NEK9,47.69,47.69,14821.0,75.74874782786466
ARHGAP36,6.718,6.718,5384.5,27.51967699069815
KIF3B,24.426,24.426,11333.0,57.92190534600839
OR56B4,1.109,1.109,894.0,4.569150567310641
SDR16C5,22.573,22.573,10883.0,55.621997342328534
COL20A1,7.633,7.633,5896.5,30.13646120821834
GGT1,27.679,27.679,11992.0,61.289992844730655
NCKIPSD,50.844,50.844,15064.0,76.9906981498518
SLC16A9,7.357,7.357,5745.5,29.364714300316873
STPG3,9.121,9.121,6668.0,34.079525707860576
ZNF506,1.977,1.977,1651.0,8.438106920167638
APOL6,4.061,4.061,3472.5,17.747623428396196
ZNF516-DT,26.6,26.6,11783.0,60.22181334968823
FZD6,25.829,25.829,11635.0,59.465399161811305
TMEM263,61.629,61.629,15678.0,80.12879484820607
ARMH3,28.566,28.566,12208.0,62.393948686496984
CIAO2A,49.017,49.017,14923.0,76.27006030869876
FAM228B,3.075,3.075,2608.0,13.329244607993457
TKT,1354.099,1354.099,19428.0,99.29469487887151
EVC,2.396,2.396,2034.0,10.395584176632935
ECI1,289.689,289.689,18521.0,94.6591025247879
GRP,11.332,11.332,7592.0,38.80200347541654
MTBP,11.997,11.997,7850.0,40.12061739752632
PHF10,35.412,35.412,13475.0,68.86946744352448
COCH,19.695,19.695,10181.0,52.03414085658796
PCGF1,31.581,31.581,12823.0,65.53715629152612
TUBB4A,793.193,793.1930000000001,19258.0,98.425840744148
FGD3,33.63,33.63,13197.0,67.44863538791782
ABCA7,5.0,5.0,4243.5,21.688132474701014
STK25,24.06,24.06,11253.0,57.513032812020846
QSER1,30.812,30.812,12685.0,64.83185117039763
ZNF283,0.842,0.842,669.5,3.4217520188081365
ORC2,27.086,27.086,11880.5,60.720126750485534
AGRP,28.838,28.838,12271.0,62.715935807012166
AGBL5,0.882,0.882,699.0,3.572523765716038
GNG2,169.165,169.165,17839.0,91.1734641725442
SENP6,11.089,11.089,7494.5,38.30369007461924
SYNE3,18.989,18.989,9976.0,50.986404988244914
ACKR3,49.229,49.229,14939.0,76.35183481549626
PHB,595.49,595.4899999999999,19112.0,97.67964836962078
TNFRSF11B,20.264,20.264,10318.0,52.734335071041606
ZNF488,5.02,5.02,4261.0,21.777573341510784
FBXO42,8.266,8.266,6248.0,31.932944904426048
EN1,6.552,6.552,5275.0,26.960032709802718
LMO7,39.772,39.772,14055.0,71.83379331493407
GOLPH3L,38.87,38.87,13955.0,71.32270264744966
NUDT3,99.45,99.45,16869.0,86.21588469794541
PHF20,21.047,21.047,10515.0,53.741183685985895
LRFN5,3.703,3.703,3200.0,16.354901359501177
ANKRD29,5.923,5.922999999999999,4872.0,24.900337319840542
CYP4F2,19.45,19.45,10116.0,51.70193192272309
SPACA3,7.006,7.006,5552.0,28.375753858734537
VWF,69.653,69.653,16036.0,81.95849943780027
AGGF1,19.021,19.021,9987.0,51.0426249616682
COA6,103.417,103.417,16953.0,86.64520085863232
HSF2,50.554,50.554,15043.0,76.88336910968006
C12orf65,5.008,5.008,4248.5,21.713687008075233
SLTM,98.325,98.32500000000002,16849.0,86.11366656444854
